feature,mutual_info,importance
hjorth_mobility,0.14755468644385172,100.0
psd_beta,0.1137439225549628,77.08594372449514
spectral_entropy,0.1113939721581374,75.49334747868251
spectral_edge,0.10984894600373618,74.44626033313857
energy_ratio,0.10446136483490509,70.79501664940697
psd_gamma_high,0.0828516811158464,56.149813409941096
median,0.06904469816823844,46.79261623758164
ratio_theta_alpha,0.04009621609475644,27.173800481094215
signal_coherence,0.03795590848569885,25.72328226263558
rel_alpha,0.03727217381758896,25.259905134746067
mean,0.03067100588829641,20.786195699699107
dfa,0.014499243622783986,9.826352501722345
microstate_var,0.011046749935915257,7.486546311844066
zcr,0.007356950152365371,4.985914259771665
hjorth_activity,0.0072887457872861106,4.939691149734958
variance,0.0072887457872861106,4.939691149734958
alpha_peak_freq,0.0065554079445730995,4.44269721454601
psd_theta,0.0023475931898833124,1.5909987316984546
std,0.0015595791206193255,1.0569499066454826
skewness,0.0,0.0
ptp,0.0,0.0
higuchi_fd,0.0,0.0
perm_entropy,0.0,0.0
sample_entropy,0.0,0.0
ratio_beta_alpha,0.0,0.0
total_power,0.0,0.0
energy,0.0,0.0
psd_delta,0.0,0.0
psd_alpha,0.0,0.0
kurtosis,0.0,0.0
phase_locking_value,0.0,0.0
lempel_ziv,0.0,0.0
hjorth_complexity,0.0,0.0
ind_alpha_power,0.0,0.0
psd_gamma_low,0.0,0.0
wavelet_complexity,0.0,0.0
dyn_conn_variance,0.0,0.0
