feature,f_value,p_value,importance
mean,12.946959605567573,5.5422361953115853e-14,100.0
spectral_entropy,10.8154242241348,4.029729318671237e-12,83.53640200965677
dfa,8.719624031827202,4.238168653978541e-10,67.34881622769186
hjorth_mobility,6.592458712117113,8.087339772520995e-08,50.91897181236406
hjorth_complexity,6.0875084180055525,3.064849053617357e-07,47.01882606776455
psd_gamma_low,5.796129864860358,6.714212354263147e-07,44.76827024599545
energy_ratio,5.625948676810281,1.0670449005525915e-06,43.45382119205004
skewness,5.456878713814563,1.6970783329950558e-06,42.14795504164503
median,4.246461561733898,5.22583888700773e-05,32.798909482252455
psd_gamma_high,4.0715710915958745,8.694462915974843e-05,31.448086775871143
ratio_beta_alpha,3.4478970797129542,0.0005455460220316909,26.630940272882732
spectral_edge,3.337881991158947,0.0007561345585303404,25.781203408741302
energy,3.173133839797164,0.001233650369729222,24.50871815829736
hjorth_activity,3.163477296025436,0.0012695779894990743,24.434132741597864
variance,3.163477296025436,0.0012695779894990743,24.434132741597864
alpha_peak_freq,2.9219104197608066,0.0026030759875814674,22.56831340158271
microstate_var,2.6587627683785415,0.005677090676558465,20.535808014996785
std,2.6109690172226827,0.006537048884996074,20.166657630567485
higuchi_fd,2.559630917362882,0.0076043114387628445,19.77013133077333
ptp,2.3664050465597763,0.013391488756116664,18.27768926954984
phase_locking_value,2.2268035097693475,0.02006897037665297,17.19943197174846
lempel_ziv,2.0758290438571154,0.030911755936889107,16.03333220383609
ratio_theta_alpha,2.074298541503369,0.031046324990068208,16.02151087743689
zcr,1.9425132198916448,0.04498820469539591,15.003624627486342
rel_alpha,1.9306223714665043,0.04650405457395738,14.911781841323426
sample_entropy,1.9132461936603027,0.04880629138894828,14.7775713522544
perm_entropy,1.886907722094218,0.05250204533147683,14.574137709387712
kurtosis,1.6912281663347333,0.08933736163352575,13.062743824484132
psd_delta,1.5431559377860846,0.13154379008794473,11.919060418806609
ind_alpha_power,1.3202918689488863,0.22776796788617998,10.197698217743122
dyn_conn_variance,1.31266544136528,0.23188852334885476,10.138793055327024
psd_alpha,1.2085799071595185,0.29420089704694147,9.334855008273863
wavelet_complexity,1.1227152991447629,0.3543314089998674,8.671652135702674
signal_coherence,0.7003273563546537,0.7348307113006265,5.4092032236934795
total_power,0.6730164312791957,0.7600440491296372,5.1982585238759755
psd_beta,0.1883242455124146,0.9978753200707005,1.4545827842965515
psd_theta,0.1258118379507299,0.9996828919102846,0.9717481307088277
